RESTAURANT_NAME,PRICE_LEVEL,CUISINE_TYPE,TOTAL_RATING,TOTAL_REVIEWS,FOOD_RATING,SERVICE_RATING,VALUE_RATING,ATMOSPHERE_RATING,RANKING,CITY,ADDRESS,PHONE_NO,RATING,REVIEW_TITLE,REVIEW_DETAILS,REVIEW_DATE
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,We were recommended to come,"We were recommended to come here, so we booked in advance, and it was great from beginning to end. 
We both had the New York sirloin which was perfectly cooked we shared fries and mushrooms. 
The service was excellent. We would highly recommend. 
Only downside was a very loud lady in the area we were, quite funny because they turned the music up to drown her but she got louder, most people including waiters were not happy. 
Read more","February 10, 2020"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,3-Course Lunch for $29 Wow!,"Best deal in town.  You have a choice of soup or salad, an entree and dessert. And the food is very good. 

To begin you have a choice of a soup like clam chowder or a salad such as a Caesar or a Wedge. There were four of us and each chose a salad.  For the main course I opted for the sliced Filet Mignon that was served, as I ordered it, rare with carmelized onions, my wife chose the Chicken Paillard that was pounded to perfection while one friend went for the Scottish Salmon and the other selected Lamb Chops. Everyone was very pleased. 

The dessert choices were Cheesecake, Key Lime Pie and ice cream. We tried all three and they were all wonderful. 

Our server was a real New York pro who was very accommodating and very funny. 

Gallagher's has an old school feel to it from the wood and brass bar (see photo) to the old style urinal in the men's room (photo). 

Read more","January 8, 2020"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,4.0,Very attentive.,"Went here with my adult daughter. We had the lunch $29 dollar menu. We were originally going to have 2 courses but were told we could only have a starter and main when we would have liked the main and dessert. I didn’t really enjoy my wedge salad but my daughter enjoyed her garden salad. Her steak was fine but I asked for mine with no blood. I could tell the waiter didn’t agree with my choice. When it arrived it was medium rare. Front of house came over immediately and told the waiter to change it. It came back on the burnt side which was unnecessary as you can still cook steak so it’s tender but no blood. We had a side of onion rings that were huge for 2 people. We chose the American cheesecake for dessert and it was delicious. We were then given a board of fruits from the Front  of House because I had sent my steak back. 
I enjoyed my meal but would still have been happy with main and dessert. The waiters are very attentive but could have listened more. We booked online and were seated immediately. The restaurant had a good vibe to it.Read more","February 10, 2020"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,A heaven for meat-eaters who,"A heaven for meat-eaters who know what they want! The steaks are really high quality and cooked to your liking.

I agree with other reviews that there are lots of tables close to each other so you lose the intimacy but the atmosphere outweighs that.

Just be warned - take the price of the side dishes as a guide to the size of them. Each side we had (sweet potato mash, onions, mushrooms, sprouts) meant we had enough food for 6! Just pick a couple of sides and share.

A nice touch was a small cake to wish us happy anniversary too.

It is by no means a cheap option but a high quality one so I do recommend. Read more","February 15, 2020"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,3.0,Great steaks poor service,"We went to Gallagher's yesterday afternoon, on arriving we were seated promptly and given the evening menu although we wanted to order of the lunchtime menu which we changed and then the waiter changed attitude with us,  hardly speaking and being abrupt. 
The food came quickly and each course followed quickly as if they wanted to get us out.

We watched as he spoke to other tables in a completely different manner, engaging in conversation with a smile but when he came back to us he was abrupt. 

Never offered any coffee's at the end just out the bill on the table without a word. 

Just rude in my opinion but the food was greatRead more","January 25, 2020"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,1.0,Absolutely shocking,"Being a special trip I had booked Gallaghers Steakhouse for my partner as heard lots of good things about this. We was seated and asked if we would like tap water or some sparking water to go with our meal. We both choose still water we was then given a basket of bread to have (we wasn‚Äôt asked I guess this is a complimentary thing) due to seeing the size of the portions we decided not to have starters and just ordered our mains which was

Bone in New York sirloin sliced
Mash potato
Vegetables 
Onion rings. 

Dinner came out and the waiter asked us to cut the meat in half to make sure it was cooked to our liking. The colour was perfect. Please not if you like to dish your sides onto your own plate this is not a restaurant for you from start to finish the waiters come by and pick up your sides bowls and start loading it on your plate so your buggered if you don‚Äôt like something and as they just keep piling it on. 
We explained to the waiter that the steak we ordered was wasn‚Äôt the correct one as we ordered the bone sirloin he confirmed he didn‚Äôt understand and had given us just the sirloin he then started clearing out plates muttering he will get the manager. The manager attended and basically offered us a bowl of fruit we declined and said it was fine no problems. Within seconds we then got the bill slammed on our table then the card machine out i front of us so I guess we was being kicked out lol. The bill came to yes wait for it $205 they have even charged us for the complimentary bread and water  when putting my card in the waiter took it and handed the machine back with a total of $250 so yes he had out $45 tip on for himself. No way was I giving that after the way we had just been treated. We paid and left I defiantly would not be going back there which is a shame as the atmosphere and restaurant was lovely and the staff was up until the point we advised they have given us the wrong steak.Read more","December 6, 2021"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,4.0,Top quality steak,"An elegant and stylish place, impeccable staff, more than friendly and professional at the same time. Good quality wine and speckless visible kitchen. They serve a wide choice of any food but we are keen on steaks so a delicious porterhouse was the choice. The traditional American cheesecake was not  excellent but just average. The only flaw was the loudest noise you could ever imagine. It was difficult to hear what we were saying to each other.Read more","January 16, 2020"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,Ultimate luxurious Steak House experience,"We were fortunate enough to be able to visit Gallagher's on March 16, 2020 - only one day before the mandatory closure of all restaurants. A friend recommended the restaurant to us, describing it as one of the finest in the city. Our high hopes were definitely met. The restaurant has a very intimate atmosphere, the staff is very friendly and attentive, and the interior exactly like you would expect from a classic, and luxurious American steak house. 

Both of us had the Filet Mignon, which was simply magnificent: the meat was just as tender and tasty as we had hoped. The seasonal fruit plate added a delicious dessert to a already fantastic dinner. 

For anyone looking to have a luxurious dinner in New York, Gallagher really has to top the recommendations. On our next trip to New York we very much hope to visit again.Read more","May 18, 2020"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,We had heard about gallaghers,"We had heard about gallaghers and came upon it by accident but were not disappointed.
Our first decent glass of red wine since being in New York.
There was four of us and we got a range of sides to share with a selection of us choosing steaks or prawn/scampi.
Wow it was all amazing and cooked to perfection.
They bring u a basket of bread before your food comes out a lovely touch and it‚Äôs fresh and warm.
The staff were all lovely very friendly and helpful and the service is so efficient.
We didn‚Äôt know if we would be underdressed as we had been out walking all day and were casual but there was a mix inside the restaurant.
If you love steak it‚Äôs a must.Read more","January 4, 2020"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,Make an advanced reservation,"Well, we had a great lunch, tasty steaks in a very professional restaurant. Service was excellent and well served. If you can find a place during the ‚Äòweekend lunch‚Äô menu or the Three course special you also enjoy a fantastic price. Run for it Read more","February 8, 2020"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,Couldn‚Äôt fault a thing!,"Couldn‚Äôt fault a thing!
We didn‚Äôt have a starter as we were saving ourselves for the main course. We each had steaks (sirloin and filet mignon special) and had read previous reviews to know to share the sides - Fries and saut√©ed mushroom. We shared cheesecake for dessert and had coffees; beer and wine. The best way to end our NYC trip. We wholly recommend this restaurant. Read more","February 3, 2020"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,4.0,UNFORTUNATELY GALLAGHER'S IS GOING DOWN,"I have been eating in Gallagher's for years and considered it one of the best steak places in the US. Last year my impression was a bit shaken. I visited in January 2020 and I am disappointed - the quality of the meat and of the preparation has definitely deteriorated. The prices have not gone down - a dinner is way over 100$/person.
I shall not go there on my next visit. will look for another place.Read more","January 25, 2020"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,Delicious!!!,"Lobster.  Need I say more?  We went on a Thursday night, the restaurant  was packed so we sat in the bar, Paul was our bartender and he was fantastic! We enjoyed a full pound lobster cocktail for $19!! It was do delicious and what a deal.  We will be back for steak! Read more","January 12, 2020"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,4.0,First night in NYC,"We had heard a lot about Gallagher's - it was somewhere that had been highly recommended to us by a number of family members and friends. It was our first evening of our birthday trip to NYC (first time ever in the US!) and Gallagher's was the first restaurant of the trip. We'd heard amazing things so were very much looking forward to it.

Whilst we waited for our table, we had a drink at the bar. The bar and interior design of the restaurant is lovely and very elegant. The bar staff were a joy also.

We were shown to our table, which was a bit of a squeeze, in the back corner of the restaurant. We were given some bread and offered water which was great. As we were both quite tired and we only ordered mains and sides: the New York sirloin and the fillet mignon with fries and mushrooms. We were sat at our table for 18:30 and ordered around 18:40. However, at 19:30 our waiter came over to apologise and said he had 'lost our order' and therefore it hasn't gone through to the kitchen, We were of course quite gutted, but accepted the apologies as these things can happen anywhere and reordered again. 19:50 was when we were thinking we might have to get up and leave as by this point, we'd been sat for almost an hour and half and felt as though we were being ignored. at 20:00 both our steaks and the sides came to the table - however, there was no apology for the delay from the waiter.

The food was delicious. Honestly absolutely faultless. Both steaks were deliciously juicy and cooked to perfection. The only problem was, as we had waited so long I wasn't as hungry anymore and had started feeling sick so I couldn't manage my fries.

As we were quite disappointed by the service we had received, we thought we might have had some compensation with regards to the bill. Nope. We were charged $160 + tips. When I only gave $10 on top of the $160 the waiter challenged my partner and he ended up giving another $10. I was quite disappointed by this as we had heard such incredible things and whilst the food was indeed amazing, we felt quite let down by the service from our waiter.

Everyone else we met that evening was absolutely lovely and a delight. The food was spectacular. We would still re-visit despite the incident however, I think it is right that Gallagher's are aware of this feedback reasons.Read more","December 17, 2021"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,4.0,Great option in Midtown Manhattan,We had a reservation for dinner but changed plans and came for luch; the prix fixe menu is highly recommendable: we had salad and filet mignon which were excellent. Attention is great and the environment makes a nice experience. Definitely worth it.Read more,"March 10, 2020"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,Pre theatre lunch,"This was our pre theatre lunch. The venue is a steakhouse in the heart of the theatre district.  It was very convenient for us and they accommodated our party of 8 in an efficient manner so that we would be out on time for our show. We all ordered from the restaurant-week menu. Salad or soup, entree and dessert for $30.  It was fantastic.  I had the Scottish salmon with broccoli and potatoes, Caesars salad and sorbet.  Everything was delicious. They even brought out a birthday cake for our friend celebrating a big birthday.   The biggest negative was that many of our meals were cold. They quickly brought them back and they were hotter.Read more","January 26, 2020"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,2.0,Disappointing,"Visited Gallagher‚Äôs for the first time with my family and received good service from an attentionate waiter. Food was served rapidly but the quality of the meat was far from what we expected. Cooking points were erratic and meat was not tender. Aging was not to the point tending to stale
Feel this is overrated when qualified as one of the top steak houses in the CityRead more","November 19, 2021"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,Absolutely stunning meal,"This meal, by a million miles, was the best cooked steaks we have ever eaten. We went for lunch on Valentines Day because of prior recommendation. We chose from the 3 course lunch menu. I had clam chowder which was my first time eating. Wow, it was just gorgeous. My husband had soup of the day - split pea which again was delicious. We both had the 10oz upgrade filet mignon for entree. Omg! It just melted in the mouth and was cooked to perfection. You also get some special steak sauce to try. This is also yummy. Desert was New York cheesecake and Key Lime Pie. I couldn‚Äôt actually eat all mine as I was so full. We had 2 drinks and 2 lattes and the bill was just over $100. Spectacular value in NYC.
We loved it so much that we returned the following day having almost the same again but not the filet mignon upgrade to 10oz, just the one from the menu. No drinks today as the tap water is cold and plentiful. The bill was only $58. I cannot recommend eating here enough.Read more","February 16, 2020"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,AMAZING !!!!,"Arrived on Tuesday 25th after our wedding at City Hall. First time in New York. My husband loves steak so I pre-booked before we arrived in New York thank fully was super busy but the staff were the most efficient, courteous and helpful people we have met in New York. Nick served us, nothing was too much trouble, our table was upgraded to the best in the house, we was given a free glass of champagne, I accidentally smashed one and this was replaced again free of charge. We will defintley be coming back. Thanks for looking after us Nick and team.Read more","February 27, 2020"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,Best steak I‚Äôve ever had and that‚Äôs not a lie!,"Outstanding experience. We visited from the UK for my wife‚Äôs birthday. I emailed to the Gallaghers ahead of time to see if they could do anything special for her and they sure did. The whole experience from start to finish was excellent and really enjoyable. The setting is amazing. It still has the traditional 1920‚Äôs feel from when it opened and the staff are dressed in suits and ties for a really traditional and professional look. We were served by Alberto and another gentleman (who‚Äôs name has unfortunately slipped my mind) Alberto has worked there for 37 years and clearly enjoys his job. They both advised us on food choices and what wine would go well with what meal. We had had a porterhouse steak for two and it was hand cut and served to us along with a fantastic glass of red wine. We were not pressured into anything and Alberto and his colleague made jokes as they passed our table to keep us chuckling and laughing though out our meal. To top it of Gallaghers supplied a small cake for the birthday girl free of charge along with the singing waiters. It really was a lovely meal and I can hand on heart say it was the best steak I‚Äôve ever had‚Ä¶. And I‚Äôve eaten a lot of steak. Now if you‚Äôre looking for a cheap steak that you can moan to your friends about then don‚Äôt go here. You absolutely get what you pay for. It‚Äôs not the cheapest but it‚Äôs absolutely fantastic. Why would you scrimp and a good steak anyway? We had a shared lobster starter, Porterhouse steak for two, fries, giant asparagus, desert to share, two glasses of wine and two cocktails. $230.The food was great, the service was great and the setting is great. Really can‚Äôt rate it enough. Thank you Gallaghers ü•©Read more","July 4, 2022"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,5.0,Great lunch,I visited for lunch on a Saturday and had fantastic food and service. A special thanks to Nick who was so welcoming and attentive. The lunch menu is a good way to have the Gallaghers experience ... then come back for dinner when you‚Äôve saved a few $! Read more,"January 4, 2020"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,4.0,A very nice experience!,"I booked a table for Gallagher's on the night of our arrival in New York. It was a wet and cold evening so the warm glow of Gallagher's was welcome. The interior of the bar/restaurant is very atmospheric with photographs festooned around the walls and the historic interest of the place was clear for all to see, epitomised by the visible meat room as you enter. We were given a nice table and our waiter was very attentive even though some of his colleagues were clearly irritated when we complained about the watery Clam Chowder which was tasteless, having evidence of carrots but little clam content. It all went back and in fairness, was deducted from the bill but it is not something I would recommend. By contrast, the main course was very good indeed. I ordered a 14 ounces fillet steak with blue cheese crust cooked medium. My wife and I wanted to share it and this was not a problem. If anything, it was a little undercooked for our liking rather than being pink, but it was very good. The star of the show for me was the side dishes. We ordered a side of Creamed Spinach at 16 dollars and a portion of Saut√©ed mushroom also at 16 dollars. Each side could have fed 4 people! The spinach was wonderful and I could have eaten a bowl as my meal and the mushrooms were also excellent. We managed to find a good bottle of Southern French rose that was dry and light pink as we like it and at 55 dollars a bottle, by New York standards it was good value. We had a very enjoyable evening and even though expensive, we felt it reasonable value for an old world steakhouse in the centre of New York/Times Square.Read more","October 4, 2022"
Gallaghers Steakhouse,$$$$,"Steakhouse, Seafood, Gluten free options",4.5,"5,977",4.4,4.3,3.7,3.9,43,New York City,"228 W 52nd St, New York City, NY 10019-5802",+1 212-586-5000,2.0,Decent steakhouse but not on par with others,"Came into the city to see a friend and wanted to go to a nice steakhouse. I enjoyed the atmosphere at Gallaghers (dry age room as you walk in is a nice touch) but the food should be much better for what you pay for. We had clams casino for an appetizer and they were great. They provide bread and butter with flake salt on top. These two items were the highlight of the meal, which is unacceptable for a famous steakhouse. I ordered the ribsteak, which is a ribeye, that was good but not great. We got mac and cheese and creamed spinach, accidentally, for sides. The mac and cheese was recommended by the waiter but resembled the likes I would find at a school cafeteria (stay away). When we ordered the sides, we said we wanted broccoli. The waiter misheard us and said we wanted the creamed spinach inquisitively. We corrected him and told him again we wanted broccoli. I guess he didn't hear us the second time and still brought us creamed spinach. The creamed spinach was not bad and definitely a lot better than the mac and cheese. I wouldn't come back here and waste my money. Plenty of other steakhouses in this area. If you are in Brooklyn, I can recommend Amber Steak house and their bone-in ribeye.Read more","August 9, 2022"
